"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 24 07:03:44 UTC 2022","Tue May 24 07:03:48 UTC 2022","3459","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Downloads page without it crashing",""
"passed","Tue May 24 07:16:17 UTC 2022","Tue May 24 07:16:23 UTC 2022","6202","Chrome","merchant/settings-tax.spec.js","WooCommerce Tax Settings","","","can enable tax calculation",""
"passed","Tue May 24 07:07:01 UTC 2022","Tue May 24 07:07:04 UTC 2022","3321","Chrome","merchant/create-simple-product.spec.js","Add New Simple Product Page","","","can have a shopper add the simple non-virtual product to the cart",""
"passed","Tue May 24 07:03:10 UTC 2022","Tue May 24 07:03:14 UTC 2022","4265","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages > moving sections","","","should allow a user to move a section up",""
"passed","Tue May 24 07:03:33 UTC 2022","Tue May 24 07:03:37 UTC 2022","3520","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Categories page without it crashing",""
"passed","Tue May 24 07:06:53 UTC 2022","Tue May 24 07:07:01 UTC 2022","7659","Chrome","merchant/create-simple-product.spec.js","Add New Simple Product Page","","","can create simple non-virtual product",""
"passed","Tue May 24 07:05:58 UTC 2022","Tue May 24 07:06:11 UTC 2022","12860","Chrome","merchant/create-shipping-zones.spec.js","WooCommerce Shipping Settings - Add new shipping zone","","","add shipping zone for San Francisco with free Local pickup",""
"passed","Tue May 24 07:10:55 UTC 2022","Tue May 24 07:11:00 UTC 2022","4810","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""address2"" as the billing second address",""
"passed","Tue May 24 07:01:29 UTC 2022","Tue May 24 07:01:37 UTC 2022","7360","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","Store owner can complete onboarding wizard","","","can complete the product types section",""
"broken","Tue May 24 07:04:52 UTC 2022","Tue May 24 07:05:15 UTC 2022","22377","Chrome","admin-tasks/payment.spec.js","Payment setup task","","","Enabling cash on delivery enables the payment method",""
"passed","Tue May 24 07:15:38 UTC 2022","Tue May 24 07:15:47 UTC 2022","8304","Chrome","merchant/product-search.spec.js","Products > Search and View a product","","","can view a product's details after search",""
"passed","Tue May 24 07:11:14 UTC 2022","Tue May 24 07:11:19 UTC 2022","5019","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""123456789"" as the billing phone",""
"failed","Tue May 24 07:06:41 UTC 2022","Tue May 24 07:06:41 UTC 2022","44","Chrome","merchant/create-shipping-zones.spec.js","Verifies shipping options from customer perspective","","","allows customer to pay for a Flat rate shipping method",""
"passed","Tue May 24 07:11:35 UTC 2022","Tue May 24 07:11:40 UTC 2022","4867","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Oxford Ave"" as the shipping first address",""
"passed","Tue May 24 07:05:15 UTC 2022","Tue May 24 07:05:16 UTC 2022","971","Chrome","basic.spec.js","","","","Load the home page",""
"passed","Tue May 24 07:14:03 UTC 2022","Tue May 24 07:14:09 UTC 2022","5905","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Products sub pages","","","Can load Add New",""
"passed","Tue May 24 07:01:44 UTC 2022","Tue May 24 07:01:52 UTC 2022","8251","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","Store owner can complete onboarding wizard","","","can unselect all business features and continue",""
"passed","Tue May 24 07:10:45 UTC 2022","Tue May 24 07:10:50 UTC 2022","4731","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Automattic"" as the billing company name",""
"passed","Tue May 24 07:03:30 UTC 2022","Tue May 24 07:03:33 UTC 2022","3674","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Variations page without it crashing",""
"passed","Tue May 24 07:01:52 UTC 2022","Tue May 24 07:02:02 UTC 2022","9558","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","Store owner can complete onboarding wizard","","","can complete the theme selection section",""
"passed","Tue May 24 07:07:55 UTC 2022","Tue May 24 07:08:06 UTC 2022","10607","Chrome","merchant/create-variable-product.spec.js","Add New Variable Product Page","","","can manage stock at variation level",""
"passed","Tue May 24 07:11:19 UTC 2022","Tue May 24 07:11:24 UTC 2022","4974","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""CA"" as the billing state",""
"passed","Tue May 24 07:05:54 UTC 2022","Tue May 24 07:05:58 UTC 2022","4180","Chrome","merchant/create-shipping-classes.spec.js","Merchant can add shipping classes","","","can add shipping classes",""
"passed","Tue May 24 07:13:03 UTC 2022","Tue May 24 07:13:08 UTC 2022","4894","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by Refunded",""
"passed","Tue May 24 07:02:46 UTC 2022","Tue May 24 07:02:47 UTC 2022","1406","Chrome","activate-and-setup/setup-onboarding.spec.js","Store owner can login and make sure WooCommerce is activated","","","can make sure WooCommerce is activated.",""
"passed","Tue May 24 07:13:24 UTC 2022","Tue May 24 07:13:29 UTC 2022","5483","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load WooCommerce sub pages","","","Can load Orders",""
"passed","Tue May 24 07:16:41 UTC 2022","Tue May 24 07:16:46 UTC 2022","4930","Chrome","merchant/settings-tax.spec.js","WooCommerce Tax Settings","","","can remove tax classes",""
"passed","Tue May 24 07:10:40 UTC 2022","Tue May 24 07:10:45 UTC 2022","4870","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Doe"" as the billing last name",""
"passed","Tue May 24 07:11:40 UTC 2022","Tue May 24 07:11:44 UTC 2022","4878","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Linwood Ave"" as the shipping second address",""
"passed","Tue May 24 07:02:57 UTC 2022","Tue May 24 07:03:01 UTC 2022","4600","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages","","","should allow a user to add a section back in",""
"passed","Tue May 24 07:08:47 UTC 2022","Tue May 24 07:08:53 UTC 2022","5354","Chrome","merchant/order-edit.spec.js","WooCommerce Orders > Edit order","","","can view single order",""
"passed","Tue May 24 07:14:26 UTC 2022","Tue May 24 07:14:31 UTC 2022","5273","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Marketing sub pages","","","Can load Coupons",""
"passed","Tue May 24 07:15:18 UTC 2022","Tue May 24 07:15:33 UTC 2022","14634","Chrome","merchant/product-import-csv.spec.js","Import Products from a CSV file","","","can override the existing products via CSV import",""
"passed","Tue May 24 07:05:18 UTC 2022","Tue May 24 07:05:19 UTC 2022","835","Chrome","basic.spec.js","Sign in as customer","","","Load customer my account page",""
"passed","Tue May 24 07:11:44 UTC 2022","Tue May 24 07:11:49 UTC 2022","4919","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""Buffalo"" as the shipping city name",""
"passed","Tue May 24 07:14:23 UTC 2022","Tue May 24 07:14:26 UTC 2022","3142","Chrome","merchant/page-loads.spec.js","WooCommerce Page Load > Load Marketing sub pages","","","Can load Overview",""
"passed","Tue May 24 07:05:28 UTC 2022","Tue May 24 07:05:36 UTC 2022","7596","Chrome","merchant/create-coupon.spec.js","Add New Coupon Page","","","can create new coupon",""
"passed","Tue May 24 07:06:23 UTC 2022","Tue May 24 07:06:36 UTC 2022","12141","Chrome","merchant/create-shipping-zones.spec.js","WooCommerce Shipping Settings - Add new shipping zone","","","add shipping zone for the US with Flat rate",""
"passed","Tue May 24 07:14:31 UTC 2022","Tue May 24 07:14:39 UTC 2022","7975","Chrome","merchant/product-edit.spec.js","Products > Edit Product","","","can edit a product and save the changes",""
"passed","Tue May 24 07:03:51 UTC 2022","Tue May 24 07:03:54 UTC 2022","2747","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Settings page without it crashing",""
"passed","Tue May 24 07:05:44 UTC 2022","Tue May 24 07:05:54 UTC 2022","9871","Chrome","merchant/create-order.spec.js","WooCommerce Orders > Add new order","","","can create new complex order with multiple product types & tax classes",""
"passed","Tue May 24 07:01:20 UTC 2022","Tue May 24 07:01:22 UTC 2022","1940","Chrome","activate-and-setup/basic-setup.spec.js","Store owner can finish initial store setup","","","can configure permalink settings",""
"passed","Tue May 24 07:12:54 UTC 2022","Tue May 24 07:12:59 UTC 2022","4762","Chrome","merchant/order-status-filter.spec.js","WooCommerce Orders > Filter Order by Status","","","should filter by Completed",""
"passed","Tue May 24 07:03:01 UTC 2022","Tue May 24 07:03:06 UTC 2022","4431","Chrome","admin-analytics/analytics-overview.spec.js","Analytics pages > moving sections","","","should not display move up for the top, or move down for the bottom section",""
"passed","Tue May 24 07:03:26 UTC 2022","Tue May 24 07:03:30 UTC 2022","3940","Chrome","admin-analytics/analytics.spec.js","Analytics pages","","","A user can view the Orders page without it crashing",""
"passed","Tue May 24 07:02:16 UTC 2022","Tue May 24 07:02:28 UTC 2022","11316","Chrome","activate-and-setup/complete-onboarding-wizard.spec.js","A japanese store can complete the selective bundle install but does not include WCPay.","","","should display the choose payments task, and not the WC Pay task",""
"passed","Tue May 24 07:08:43 UTC 2022","Tue May 24 07:08:47 UTC 2022","4471","Chrome","merchant/order-coupon.spec.js","WooCommerce Orders > Apply Coupon","","","can remove a coupon",""
"passed","Tue May 24 07:11:49 UTC 2022","Tue May 24 07:11:54 UTC 2022","5018","Chrome","merchant/order-search.spec.js","WooCommerce Orders > Search orders","","","can search for order containing ""14201"" as the shipping post code",""
"passed","Tue May 24 07:06:42 UTC 2022","Tue May 24 07:06:50 UTC 2022","8311","Chrome","merchant/create-simple-product.spec.js","Add New Simple Product Page","","","can create simple virtual product",""
